asv_id,total_reads
4MSL358,390.0
4MSL359,386.0
4MSL36,3261.0
4MSL360,383.0
4MSL361,381.0
4MSL3616,12.0
4MSL362,380.0
4MSL363,379.0
4MSL364,378.0
4MSL3646,12.0
4MSL365,377.0
4MSL366,377.0
4MSL368,373.0
4MSL369,366.0
4MSL3694,12.0
4MSL37,3199.0
4MSL370,365.0
4MSL371,365.0
4MSL372,364.0
4MSL3725,12.0
4MSL373,361.0
4MSL374,361.0
4MSL3746,12.0
4MSL375,360.0
4MSL376,360.0
4MSL3761,12.0
4MSL3766,12.0
4MSL3767,12.0
4MSL377,359.0
4MSL378,358.0
4MSL3788,12.0
4MSL379,350.0
4MSL38,3140.0
4MSL380,347.0
4MSL3802,12.0
4MSL381,347.0
4MSL382,346.0
4MSL383,346.0
4MSL384,344.0
4MSL385,344.0
4MSL386,343.0
4MSL388,337.0
4MSL389,335.0
4MSL39,2920.0
4MSL390,334.0
4MSL391,331.0
4MSL3927,12.0
4MSL393,326.0
4MSL394,325.0
4MSL3946,12.0
4MSL395,324.0
4MSL3957,12.0
4MSL396,323.0
4MSL3967,12.0
4MSL397,322.0
4MSL3978,12.0
4MSL398,321.0
4MSL399,321.0
4MSL4,7847.0
4MSL40,2912.0
4MSL400,318.0
4MSL4007,12.0
4MSL401,317.0
4MSL402,317.0
4MSL4025,12.0
4MSL403,314.0
4MSL404,313.0
4MSL405,311.0
4MSL4054,12.0
4MSL406,306.0
4MSL4063,12.0
4MSL407,306.0
4MSL408,302.0
4MSL409,300.0
4MSL41,2897.0
4MSL410,297.0
4MSL411,288.0
4MSL4117,11.0
4MSL413,285.0
4MSL414,284.0
4MSL415,282.0
4MSL4156,11.0
4MSL416,281.0
4MSL4162,11.0
4MSL4164,11.0
4MSL4174,11.0
4MSL4176,11.0
4MSL418,278.0
4MSL419,276.0
4MSL42,2874.0
4MSL420,276.0
4MSL421,275.0
4MSL422,272.0
4MSL423,269.0
4MSL424,268.0
4MSL4245,11.0
4MSL425,267.0
4MSL427,265.0
4MSL428,265.0
4MSL4286,11.0
4MSL429,265.0
4MSL43,2833.0
4MSL431,262.0
4MSL432,261.0
4MSL433,260.0
4MSL4334,11.0
4MSL434,256.0
4MSL4343,11.0
4MSL435,254.0
4MSL436,253.0
4MSL4363,11.0
4MSL437,252.0
4MSL438,252.0
4MSL439,248.0
4MSL44,2792.0
4MSL440,248.0
4MSL441,245.0
4MSL442,245.0
4MSL443,238.0
4MSL444,238.0
4MSL445,236.0
4MSL446,235.0
4MSL4466,11.0
4MSL447,234.0
4MSL4477,11.0
4MSL4487,11.0
4MSL449,233.0
4MSL45,2774.0
4MSL450,232.0
4MSL451,227.0
4MSL4515,11.0
4MSL452,227.0
4MSL4521,11.0
4MSL453,226.0
4MSL454,226.0
4MSL4542,11.0
4MSL455,225.0
4MSL457,224.0
4MSL4575,11.0
4MSL458,223.0
4MSL459,222.0
4MSL4595,11.0
4MSL46,2705.0
4MSL460,220.0
4MSL461,219.0
4MSL462,218.0
4MSL4622,11.0
4MSL463,217.0
4MSL464,216.0
4MSL465,215.0
4MSL4650,11.0
4MSL4652,11.0
4MSL469,208.0
4MSL4695,11.0
4MSL47,2678.0
4MSL4703,11.0
4MSL4705,11.0
4MSL4708,11.0
4MSL471,207.0
4MSL4711,11.0
4MSL472,207.0
4MSL473,204.0
4MSL475,199.0
4MSL478,198.0
4MSL479,196.0
4MSL48,2654.0
4MSL4806,10.0
4MSL481,195.0
4MSL4812,10.0
4MSL4817,10.0
4MSL482,189.0
4MSL4823,10.0
4MSL483,187.0
4MSL484,187.0
4MSL4868,10.0
4MSL487,186.0
4MSL4879,10.0
4MSL488,185.0
4MSL489,185.0
4MSL49,2644.0
4MSL490,184.0
4MSL492,182.0
4MSL4934,10.0
4MSL494,178.0
4MSL4942,10.0
4MSL497,175.0
4MSL499,174.0
4MSL4993,10.0
4MSL4996,10.0
4MSL4997,10.0
4MSL5,7719.0
4MSL50,2634.0
4MSL500,172.0
4MSL5000,10.0
4MSL5009,10.0
4MSL502,172.0
4MSL503,171.0
4MSL504,169.0
4MSL505,168.0
4MSL506,167.0
4MSL507,166.0
4MSL5089,10.0
4MSL509,162.0
4MSL51,2626.0
4MSL510,161.0
4MSL511,161.0
4MSL5114,10.0
4MSL512,161.0
4MSL513,160.0
4MSL514,159.0
4MSL515,159.0
4MSL5185,10.0
4MSL519,158.0
4MSL52,2617.0
4MSL520,158.0
4MSL522,156.0
4MSL5228,10.0
4MSL523,155.0
4MSL5236,10.0
4MSL524,154.0
4MSL5261,10.0
4MSL527,151.0
4MSL528,149.0
4MSL5285,10.0
4MSL53,2610.0
4MSL532,146.0
4MSL534,145.0
4MSL535,145.0
4MSL537,144.0
4MSL538,144.0
4MSL54,2608.0
4MSL540,142.0
4MSL5403,10.0
4MSL5414,10.0
4MSL5416,10.0
4MSL5419,10.0
4MSL543,140.0
4MSL546,136.0
4MSL547,136.0
4MSL548,135.0
4MSL549,135.0
4MSL55,2590.0
4MSL550,134.0
4MSL552,133.0
4MSL553,133.0
4MSL5531,10.0
4MSL554,133.0
4MSL555,133.0
4MSL558,130.0
4MSL5584,10.0
4MSL5590,10.0
4MSL56,2531.0
4MSL560,129.0
4MSL564,126.0
4MSL5643,10.0
4MSL5644,10.0
4MSL5646,10.0
4MSL565,126.0
4MSL5654,10.0
4MSL568,125.0
4MSL57,2521.0
4MSL570,125.0
4MSL572,124.0
4MSL573,123.0
4MSL5752,9.0
4MSL576,122.0
4MSL578,121.0
4MSL5796,9.0
4MSL58,2496.0
4MSL581,120.0
4MSL5811,9.0
4MSL582,119.0
4MSL5822,9.0
4MSL584,119.0
4MSL585,119.0
4MSL5865,9.0
4MSL5892,9.0
4MSL59,2473.0
4MSL590,116.0
4MSL591,115.0
4MSL5911,9.0
4MSL5946,9.0
4MSL597,112.0
4MSL5978,9.0
4MSL598,111.0
4MSL6,7665.0
4MSL60,2471.0
4MSL602,110.0
4MSL603,110.0
4MSL6044,9.0
4MSL605,109.0
4MSL606,109.0
4MSL607,108.0
4MSL6093,9.0
4MSL61,2458.0
4MSL610,107.0
4MSL6100,9.0
4MSL6109,9.0
4MSL611,107.0
4MSL6121,9.0
4MSL6128,9.0
4MSL617,104.0
4MSL618,103.0
4MSL619,102.0
4MSL6191,9.0
4MSL62,2440.0
4MSL6209,9.0
4MSL622,101.0
4MSL6226,9.0
4MSL6234,9.0
4MSL6243,9.0
4MSL6247,9.0
4MSL625,100.0
4MSL626,100.0
4MSL627,100.0
4MSL6274,9.0
4MSL63,2422.0
4MSL630,98.0
4MSL6300,9.0
4MSL631,98.0
4MSL6311,9.0
4MSL6331,9.0
4MSL636,96.0
4MSL6369,9.0
4MSL637,95.0
4MSL6376,9.0
4MSL639,94.0
4MSL64,2401.0
4MSL643,93.0
4MSL644,93.0
4MSL6440,9.0
4MSL646,93.0
4MSL6468,9.0
4MSL647,92.0
4MSL65,2361.0
4MSL651,91.0
4MSL652,91.0
4MSL6523,9.0
4MSL654,90.0
4MSL656,89.0
4MSL657,89.0
4MSL6572,9.0
4MSL66,2297.0
4MSL660,88.0
4MSL6603,9.0
4MSL663,87.0
4MSL6635,9.0
4MSL6653,9.0
4MSL666,86.0
4MSL6691,9.0
4MSL6693,9.0
4MSL6698,9.0
4MSL67,2272.0
4MSL670,85.0
4MSL6718,9.0
4MSL674,84.0
4MSL676,84.0
4MSL6780,9.0
4MSL6782,9.0
4MSL68,2267.0
4MSL6800,9.0
4MSL6809,9.0
4MSL69,2240.0
4MSL6919,8.0
4MSL6923,8.0
4MSL694,81.0
4MSL6958,8.0
4MSL697,80.0
4MSL6991,8.0
4MSL6997,8.0
4MSL7,6668.0
4MSL70,2240.0
4MSL703,79.0
4MSL7036,8.0
4MSL7039,8.0
4MSL704,79.0
4MSL7069,8.0
4MSL707,78.0
4MSL7081,8.0
4MSL71,2211.0
4MSL711,77.0
4MSL712,77.0
4MSL7123,8.0
4MSL713,77.0
4MSL7198,8.0
4MSL72,2198.0
4MSL721,75.0
4MSL7211,8.0
4MSL722,75.0
4MSL7227,8.0
4MSL7238,8.0
4MSL724,75.0
4MSL726,74.0
4MSL7271,8.0
4MSL7277,8.0
4MSL728,74.0
4MSL729,74.0
4MSL73,2182.0
4MSL7305,8.0
4MSL7309,8.0
4MSL732,73.0
4MSL7322,8.0
4MSL7334,8.0
4MSL7343,8.0
4MSL7367,8.0
4MSL7370,8.0
4MSL7377,8.0
4MSL7392,8.0
4MSL74,2126.0
4MSL743,70.0
4MSL7446,8.0
4MSL745,69.0
4MSL75,2083.0
4MSL7513,8.0
4MSL752,68.0
4MSL7537,8.0
4MSL7540,8.0
4MSL756,68.0
4MSL759,67.0
4MSL76,2067.0
4MSL760,67.0
4MSL7609,8.0
4MSL761,67.0
4MSL762,67.0
4MSL7629,8.0
4MSL764,67.0
4MSL767,65.0
4MSL768,65.0
4MSL77,2052.0
4MSL772,64.0
4MSL7744,8.0
4MSL778,63.0
4MSL78,2021.0
4MSL7805,8.0
4MSL781,63.0
4MSL7813,8.0
4MSL782,62.0
4MSL784,62.0
4MSL7842,8.0
4MSL785,62.0
4MSL7870,8.0
4MSL7889,8.0
4MSL79,2017.0
4MSL7914,8.0
4MSL792,61.0
4MSL793,61.0
4MSL7948,8.0
4MSL7950,8.0
4MSL7959,8.0
4MSL796,61.0
4MSL7965,8.0
4MSL7982,8.0
4MSL7986,8.0
4MSL7989,8.0
4MSL799,60.0
4MSL7994,8.0
4MSL7995,8.0
4MSL7999,8.0
4MSL8,5826.0
4MSL80,1955.0
4MSL8000,8.0
4MSL803,59.0
4MSL81,1939.0
4MSL8103,8.0
4MSL811,58.0
4MSL812,58.0
4MSL813,58.0
4MSL8133,8.0
4MSL814,58.0
4MSL8155,8.0
4MSL8181,8.0
4MSL82,1928.0
4MSL824,57.0
4MSL8249,8.0
4MSL826,56.0
4MSL827,56.0
4MSL8271,8.0
4MSL829,56.0
4MSL83,1905.0
4MSL8300,8.0
4MSL8305,8.0
4MSL8311,8.0
4MSL8335,8.0
4MSL8336,8.0
4MSL8344,8.0
4MSL837,55.0
4MSL8397,8.0
4MSL84,1895.0
4MSL8416,8.0
4MSL842,54.0
4MSL8437,8.0
4MSL8439,8.0
4MSL8461,8.0
4MSL85,1886.0
4MSL850,53.0
4MSL8512,7.0
4MSL8535,7.0
4MSL854,53.0
4MSL8540,7.0
4MSL8548,7.0
4MSL855,53.0
4MSL8551,7.0
4MSL8556,7.0
4MSL8562,7.0
4MSL8578,7.0
4MSL8586,7.0
4MSL8598,7.0
4MSL86,1883.0
4MSL8627,7.0
4MSL863,52.0
4MSL8637,7.0
4MSL8639,7.0
4MSL864,52.0
4MSL8667,7.0
4MSL8672,7.0
4MSL8677,7.0
4MSL869,51.0
4MSL8694,7.0
4MSL87,1882.0
4MSL8701,7.0
4MSL8710,7.0
4MSL8713,7.0
4MSL872,51.0
4MSL873,51.0
4MSL8739,7.0
4MSL8740,7.0
4MSL8767,7.0
4MSL8773,7.0
4MSL878,50.0
4MSL879,50.0
4MSL88,1873.0
4MSL880,50.0
4MSL8801,7.0
4MSL8848,7.0
4MSL8850,7.0
4MSL887,49.0
4MSL89,1860.0
4MSL8908,7.0
4MSL8976,7.0
4MSL9,5300.0
4MSL90,1851.0
4MSL9003,7.0
4MSL9022,7.0
4MSL9063,7.0
4MSL908,48.0
4MSL91,1849.0
4MSL912,48.0
4MSL9146,7.0
4MSL9196,7.0
4MSL92,1844.0
4MSL920,47.0
4MSL9202,7.0
4MSL922,47.0
4MSL9223,7.0
4MSL9225,7.0
4MSL9229,7.0
4MSL923,47.0
4MSL924,47.0
4MSL9249,7.0
4MSL925,47.0
4MSL9250,7.0
4MSL9251,7.0
4MSL9253,7.0
4MSL9261,7.0
4MSL9262,7.0
4MSL927,47.0
4MSL9272,7.0
4MSL928,47.0
4MSL9283,7.0
4MSL9293,7.0
4MSL93,1840.0
4MSL9305,7.0
4MSL932,47.0
4MSL9321,7.0
4MSL9327,7.0
4MSL9338,7.0
4MSL935,46.0
4MSL9352,7.0
4MSL937,46.0
4MSL939,46.0
4MSL9392,7.0
4MSL9396,7.0
4MSL94,1840.0
4MSL940,46.0
4MSL9401,7.0
4MSL9437,7.0
4MSL9470,7.0
4MSL9472,7.0
4MSL9484,7.0
4MSL95,1839.0
4MSL950,45.0
4MSL951,45.0
4MSL9548,7.0
4MSL955,45.0
4MSL9570,7.0
4MSL9580,7.0
4MSL959,45.0
4MSL9593,7.0
4MSL96,1829.0
4MSL9630,7.0
4MSL9634,7.0
4MSL9635,7.0
4MSL9640,7.0
4MSL9647,7.0
4MSL9648,7.0
4MSL9672,7.0
4MSL9678,7.0
4MSL9696,7.0
4MSL97,1819.0
4MSL970,45.0
4MSL972,44.0
4MSL973,44.0
4MSL9746,7.0
4MSL9751,7.0
4MSL9778,7.0
4MSL98,1817.0
4MSL9830,7.0
4MSL9838,7.0
4MSL984,44.0
4MSL9844,7.0
4MSL986,43.0
4MSL9882,7.0
4MSL9895,7.0
4MSL99,1816.0
4MSL9942,7.0
4MSL9994,7.0
4MSL9997,7.0
5MSL1,2990.0
5MSL10,842.0
5MSL100,200.0
5MSL1000,10.0
5MSL1001,10.0
5MSL1006,10.0
5MSL1007,10.0
5MSL1008,10.0
5MSL101,199.0
5MSL1011,10.0
5MSL1013,10.0
5MSL1014,10.0
5MSL102,199.0
5MSL1021,10.0
5MSL103,198.0
5MSL104,197.0
5MSL1047,9.0
5MSL1049,9.0
5MSL105,197.0
5MSL1055,9.0
5MSL106,197.0
5MSL1066,9.0
5MSL1067,9.0
5MSL1069,9.0
5MSL107,196.0
5MSL1071,9.0
5MSL1074,9.0
5MSL1079,9.0
5MSL108,196.0
5MSL1085,9.0
5MSL109,196.0
5MSL1099,9.0
5MSL11,798.0
5MSL110,195.0
5MSL111,193.0
5MSL1110,8.0
5MSL1115,8.0
5MSL1118,8.0
5MSL112,191.0
5MSL1124,8.0
5MSL1126,8.0
5MSL1129,8.0
5MSL113,191.0
5MSL1133,8.0
5MSL1139,8.0
5MSL114,190.0
5MSL1142,8.0
5MSL1146,8.0
5MSL115,189.0
5MSL1151,8.0
5MSL1153,8.0
5MSL1156,8.0
5MSL1157,8.0
5MSL1159,8.0
5MSL116,189.0
5MSL1160,8.0
5MSL1162,8.0
5MSL117,188.0
5MSL1173,8.0
5MSL1177,8.0
5MSL118,187.0
5MSL1184,8.0
5MSL1185,8.0
5MSL1188,8.0
5MSL119,186.0
5MSL1190,8.0
5MSL1196,8.0
5MSL1197,8.0
5MSL1198,8.0
5MSL12,790.0
5MSL120,186.0
5MSL1205,8.0
5MSL1213,8.0
5MSL1214,8.0
5MSL122,185.0
5MSL1221,8.0
5MSL1224,8.0
5MSL1226,8.0
5MSL1227,8.0
5MSL123,184.0
5MSL124,183.0
5MSL125,181.0
5MSL126,178.0
5MSL1260,7.0
5MSL1262,7.0
5MSL127,177.0
5MSL1271,7.0
5MSL128,176.0
5MSL1283,7.0
5MSL1285,7.0
5MSL1288,7.0
5MSL129,176.0
5MSL1294,7.0
5MSL1295,7.0
5MSL1296,7.0
5MSL13,713.0
5MSL130,173.0
5MSL1307,7.0
5MSL131,173.0
5MSL1317,7.0
5MSL132,170.0
5MSL1324,7.0
5MSL1325,7.0
5MSL1327,7.0
5MSL133,170.0
5MSL1337,7.0
5MSL134,170.0
5MSL135,170.0
5MSL136,169.0
5MSL1360,7.0
5MSL1368,7.0
5MSL137,168.0
5MSL1370,7.0
5MSL1371,7.0
5MSL1375,7.0
5MSL138,167.0
5MSL1381,7.0
5MSL1384,7.0
5MSL1386,7.0
5MSL1388,7.0
5MSL139,167.0
5MSL1392,7.0
5MSL1399,7.0
5MSL14,640.0
5MSL140,165.0
5MSL1408,7.0
5MSL141,165.0
5MSL1410,7.0
5MSL1418,7.0
5MSL142,164.0
5MSL143,163.0
5MSL144,162.0
5MSL145,157.0
5MSL146,157.0
5MSL147,154.0
5MSL1471,7.0
5MSL1477,6.0
5MSL148,153.0
5MSL1480,6.0
5MSL149,152.0
5MSL1498,6.0
5MSL15,638.0
5MSL150,152.0
5MSL1503,6.0
5MSL151,151.0
5MSL1512,6.0
5MSL1514,6.0
5MSL1515,6.0
5MSL1519,6.0
5MSL152,150.0
5MSL1522,6.0
5MSL1526,6.0
5MSL153,150.0
5MSL1531,6.0
5MSL1543,6.0
5MSL1544,6.0
5MSL1548,6.0
5MSL155,146.0
5MSL1553,6.0
5MSL1557,6.0
5MSL156,146.0
5MSL1560,6.0
5MSL157,145.0
5MSL1571,6.0
5MSL1574,6.0
5MSL1576,6.0
5MSL1578,6.0
5MSL158,145.0
5MSL1580,6.0
5MSL1581,6.0
5MSL1587,6.0
5MSL1588,6.0
5MSL1589,6.0
5MSL159,144.0
5MSL1593,6.0
5MSL16,596.0
5MSL160,143.0
5MSL161,143.0
5MSL1612,6.0
5MSL162,143.0
5MSL1623,6.0
5MSL163,143.0
5MSL1638,6.0
5MSL164,142.0
5MSL1643,6.0
5MSL1644,6.0
5MSL1648,6.0
5MSL165,141.0
5MSL166,140.0
5MSL1667,6.0
5MSL167,140.0
5MSL1675,6.0
5MSL168,138.0
5MSL1689,6.0
5MSL169,137.0
5MSL1693,6.0
5MSL1699,6.0
5MSL17,590.0
5MSL170,134.0
5MSL1702,6.0
5MSL171,133.0
5MSL1711,6.0
5MSL172,133.0
5MSL173,132.0
5MSL174,132.0
5MSL175,130.0
5MSL176,129.0
5MSL177,129.0
5MSL178,128.0
5MSL179,128.0
5MSL1796,5.0
5MSL1798,5.0
5MSL18,584.0
5MSL180,128.0
5MSL181,127.0
5MSL1817,5.0
5MSL182,127.0
5MSL1820,5.0
5MSL183,125.0
5MSL1833,5.0
5MSL1838,5.0
5MSL184,125.0
5MSL1846,5.0
5MSL185,124.0
5MSL1855,5.0
5MSL186,123.0
5MSL1862,5.0
5MSL187,123.0
5MSL1877,5.0
5MSL188,122.0
5MSL1883,5.0
5MSL1885,5.0
5MSL189,121.0
5MSL19,571.0
5MSL190,121.0
5MSL1902,5.0
5MSL191,120.0
5MSL1914,5.0
5MSL192,118.0
5MSL193,117.0
5MSL194,117.0
5MSL1948,5.0
5MSL1949,5.0
5MSL195,117.0
5MSL196,116.0
5MSL1960,5.0
5MSL1968,5.0
5MSL197,116.0
5MSL1973,5.0
5MSL1974,5.0
5MSL198,115.0
5MSL1980,5.0
5MSL199,115.0
5MSL2,2645.0
5MSL20,553.0
5MSL200,114.0
5MSL201,113.0
5MSL2011,5.0
5MSL202,113.0
5MSL2027,5.0
5MSL203,113.0
5MSL204,112.0
5MSL2046,5.0
5MSL205,111.0
5MSL2053,5.0
5MSL206,111.0
5MSL2062,5.0
5MSL207,111.0
5MSL2079,5.0
5MSL208,110.0
5MSL2083,5.0
5MSL2084,5.0
5MSL209,110.0
5MSL2095,5.0
5MSL21,535.0
5MSL210,109.0
5MSL2100,5.0
5MSL211,108.0
5MSL2114,5.0
5MSL212,108.0
5MSL2122,5.0
5MSL2124,5.0
5MSL2125,5.0
5MSL213,108.0
5MSL214,107.0
5MSL2145,5.0
5MSL215,106.0
5MSL216,105.0
5MSL217,105.0
5MSL2174,5.0
5MSL2178,5.0
5MSL218,104.0
5MSL2181,5.0
5MSL219,104.0
5MSL22,517.0
5MSL220,103.0
5MSL221,103.0
5MSL222,103.0
5MSL223,102.0
5MSL224,102.0
5MSL225,101.0
5MSL226,101.0
5MSL2267,4.0
5MSL227,101.0
5MSL2272,4.0
5MSL2274,4.0
5MSL228,100.0
5MSL2286,4.0
5MSL229,100.0
5MSL2295,4.0
5MSL23,507.0
5MSL230,98.0
5MSL2301,4.0
5MSL2303,4.0
5MSL231,98.0
5MSL232,98.0
5MSL233,98.0
5MSL2331,4.0
5MSL234,97.0
5MSL235,97.0
5MSL2356,4.0
5MSL236,96.0
5MSL2361,4.0
5MSL2364,4.0
5MSL237,95.0
5MSL2374,4.0
5MSL238,95.0
5MSL2380,4.0
5MSL2384,4.0
5MSL239,95.0
5MSL24,469.0
5MSL240,94.0
5MSL2403,4.0
5MSL241,94.0
5MSL2414,4.0
5MSL242,93.0
5MSL2422,4.0
5MSL243,93.0
5MSL2436,4.0
5MSL244,93.0
5MSL2443,4.0
5MSL245,93.0
5MSL246,93.0
5MSL247,93.0
5MSL248,93.0
5MSL25,465.0
5MSL250,91.0
5MSL251,90.0
5MSL252,90.0
5MSL253,90.0
5MSL254,89.0
5MSL2547,4.0
5MSL2549,4.0
5MSL255,89.0
5MSL2554,4.0
5MSL256,89.0
5MSL2565,4.0
5MSL2567,4.0
5MSL2569,4.0
5MSL257,88.0
5MSL258,88.0
5MSL259,87.0
5MSL2592,4.0
5MSL26,453.0
5MSL260,87.0
5MSL261,86.0
5MSL2615,4.0
5MSL263,85.0
5MSL2635,4.0
5MSL264,85.0
5MSL265,85.0
5MSL2655,4.0
5MSL266,85.0
5MSL2663,4.0
5MSL267,85.0
5MSL2672,4.0
5MSL2677,4.0
5MSL268,84.0
5MSL2680,4.0
5MSL2682,4.0
5MSL269,84.0
5MSL2693,4.0
5MSL2695,4.0
5MSL27,435.0
5MSL270,83.0
5MSL2700,4.0
5MSL2706,4.0
5MSL271,83.0
5MSL2717,4.0
5MSL272,83.0
5MSL2723,4.0
5MSL2730,4.0
5MSL2735,4.0
5MSL2739,4.0
5MSL274,82.0
5MSL2743,4.0
5MSL2748,4.0
5MSL275,82.0
5MSL2753,4.0
5MSL276,82.0
5MSL2768,4.0
5MSL277,81.0
5MSL2777,4.0
5MSL278,81.0
5MSL279,80.0
5MSL2790,4.0
5MSL2797,4.0
5MSL2798,4.0
5MSL28,428.0
5MSL280,80.0
5MSL282,80.0
5MSL2821,4.0
5MSL2823,4.0
5MSL2829,4.0
5MSL283,80.0
5MSL2830,4.0
5MSL2832,4.0
5MSL2834,4.0
5MSL284,80.0
5MSL285,80.0
5MSL2857,4.0
5MSL286,80.0
5MSL287,80.0
5MSL288,80.0
5MSL29,426.0
5MSL290,79.0
5MSL2908,4.0
5MSL2914,4.0
5MSL292,78.0
5MSL2921,4.0
5MSL2926,4.0
5MSL293,78.0
5MSL2932,4.0
5MSL2939,4.0
5MSL294,78.0
5MSL2941,4.0
5MSL295,77.0
5MSL296,77.0
5MSL297,77.0
5MSL298,76.0
5MSL299,76.0
5MSL3,2515.0
5MSL30,410.0
5MSL300,76.0
5MSL301,76.0
5MSL302,75.0
5MSL303,75.0
5MSL304,75.0
5MSL306,74.0
5MSL307,74.0
5MSL3074,4.0
5MSL308,74.0
5MSL3087,4.0
5MSL309,74.0
5MSL31,401.0
5MSL310,73.0
5MSL311,73.0
5MSL312,73.0
5MSL313,73.0
5MSL314,72.0
5MSL315,72.0
5MSL316,72.0
5MSL317,72.0
5MSL318,72.0
5MSL319,71.0
5MSL32,401.0
5MSL320,71.0
5MSL321,70.0
5MSL322,70.0
5MSL323,70.0
5MSL324,69.0
5MSL325,69.0
5MSL326,69.0
5MSL327,68.0
5MSL328,68.0
5MSL33,396.0
5MSL330,67.0
5MSL333,67.0
5MSL334,66.0
5MSL335,66.0
5MSL336,66.0
5MSL337,66.0
5MSL339,65.0
5MSL34,387.0
5MSL340,65.0
5MSL341,65.0
5MSL343,64.0
5MSL344,64.0
5MSL345,64.0
5MSL346,64.0
5MSL347,63.0
5MSL348,63.0
5MSL349,63.0
5MSL35,384.0
5MSL350,63.0
5MSL351,62.0
5MSL352,62.0
5MSL354,61.0
5MSL355,61.0
5MSL356,61.0
5MSL357,61.0
5MSL359,60.0
5MSL36,349.0
5MSL360,60.0
5MSL361,60.0
5MSL362,60.0
5MSL363,60.0
5MSL364,60.0
5MSL365,60.0
5MSL366,59.0
5MSL367,59.0
5MSL368,59.0
5MSL369,59.0
5MSL37,339.0
5MSL370,58.0
5MSL371,58.0
5MSL372,57.0
5MSL373,57.0
5MSL375,56.0
5MSL376,55.0
5MSL377,55.0
5MSL378,55.0
5MSL379,55.0
5MSL38,335.0
5MSL380,54.0
5MSL381,54.0
5MSL382,54.0
5MSL383,54.0
5MSL384,54.0
5MSL385,54.0
5MSL386,53.0
5MSL387,53.0
5MSL388,52.0
5MSL389,52.0
5MSL39,327.0
5MSL390,52.0
5MSL391,51.0
5MSL392,51.0
5MSL393,51.0
5MSL394,50.0
5MSL395,50.0
5MSL396,50.0
5MSL397,49.0
5MSL398,49.0
5MSL399,49.0
5MSL4,1796.0
5MSL40,327.0
5MSL400,49.0
5MSL401,49.0
5MSL402,48.0
5MSL403,48.0
5MSL404,48.0
5MSL405,48.0
5MSL406,47.0
5MSL407,47.0
5MSL409,47.0
5MSL41,321.0
5MSL411,47.0
5MSL412,47.0
5MSL414,47.0
5MSL415,47.0
5MSL416,46.0
5MSL417,46.0
5MSL418,46.0
5MSL419,45.0
5MSL42,316.0
5MSL420,45.0
5MSL421,45.0
5MSL422,45.0
5MSL423,45.0
5MSL424,45.0
5MSL425,44.0
5MSL426,44.0
5MSL427,44.0
5MSL428,44.0
5MSL429,44.0
5MSL43,315.0
5MSL431,42.0
5MSL432,42.0
5MSL433,42.0
5MSL434,42.0
5MSL435,41.0
5MSL436,41.0
5MSL437,41.0
5MSL438,41.0
5MSL439,41.0
5MSL44,311.0
5MSL440,41.0
5MSL441,41.0
5MSL443,40.0
5MSL444,40.0
5MSL445,40.0
5MSL446,40.0
5MSL447,40.0
5MSL448,40.0
5MSL45,296.0
5MSL450,40.0
5MSL451,40.0
5MSL452,40.0
5MSL455,39.0
5MSL456,39.0
5MSL457,39.0
5MSL458,39.0
5MSL459,39.0
5MSL46,295.0
5MSL460,39.0
5MSL461,39.0
5MSL462,39.0
5MSL463,38.0
5MSL464,38.0
5MSL465,38.0
5MSL466,38.0
5MSL467,38.0
5MSL468,38.0
5MSL469,37.0
5MSL47,290.0
5MSL470,37.0
5MSL471,37.0
5MSL472,37.0
5MSL473,37.0
5MSL477,36.0
5MSL479,36.0
5MSL48,289.0
5MSL480,36.0
5MSL481,36.0
5MSL482,36.0
5MSL483,36.0
5MSL484,36.0
5MSL485,36.0
5MSL486,36.0
5MSL487,36.0
5MSL488,36.0
5MSL489,35.0
5MSL49,286.0
5MSL490,35.0
5MSL491,35.0
5MSL492,35.0
5MSL493,35.0
5MSL494,35.0
5MSL495,35.0
5MSL496,35.0
5MSL498,34.0
5MSL499,34.0
5MSL5,1470.0
5MSL50,282.0
5MSL500,34.0
5MSL501,34.0
5MSL502,34.0
5MSL503,34.0
5MSL504,34.0
5MSL505,34.0
5MSL506,34.0
5MSL507,34.0
5MSL508,34.0
5MSL51,275.0
5MSL510,34.0
5MSL511,34.0
5MSL513,34.0
5MSL516,33.0
5MSL518,33.0
5MSL52,268.0
5MSL520,33.0
5MSL523,32.0
5MSL525,32.0
5MSL526,32.0
5MSL527,32.0
5MSL528,32.0
5MSL529,32.0
5MSL53,267.0
5MSL530,32.0
5MSL531,31.0
5MSL532,31.0
5MSL533,31.0
5MSL534,30.0
5MSL535,30.0
5MSL536,30.0
5MSL537,30.0
5MSL538,30.0
5MSL539,30.0
5MSL54,263.0
5MSL541,29.0
5MSL542,29.0
5MSL544,29.0
5MSL547,28.0
5MSL548,28.0
5MSL549,28.0
5MSL55,263.0
5MSL550,28.0
5MSL551,28.0
5MSL553,28.0
5MSL555,28.0
5MSL556,28.0
5MSL557,28.0
5MSL558,27.0
5MSL559,27.0
5MSL56,259.0
5MSL560,27.0
5MSL561,27.0
5MSL564,27.0
5MSL565,27.0
5MSL566,27.0
5MSL568,26.0
5MSL569,26.0
5MSL57,257.0
5MSL570,26.0
5MSL571,26.0
5MSL572,26.0
5MSL573,26.0
5MSL574,26.0
5MSL575,26.0
5MSL576,26.0
5MSL577,26.0
5MSL578,26.0
5MSL579,26.0
